example_id,query,query_id,product_id,product_locale,esci_label,small_version,large_version,split,product_title,product_description,product_bullet_point,product_brand,product_color
1426,#82 jewelry box without cotton,45,B07XSZFX8Q,us,E,1,1,train,Baoblaze 3pcs/Set Creative Wood Bamboo Case Jewelry Box Storage Organizer Christmas G - Red,"<p><b>Description:</b></p><p> - 100% brand new and high quality<br> - Material: Bamboo<br> - Fashion wood grain style, smooth and not to hurt hands<br> - Vintage wood beads button with strap design, great for gift choice and home decoration.<br> - Perfect for holding all kind of jewelries, trinkets and other small things.<br></p><p><b>Specification:</b></p><p> - Smallest One Size: Approx. 8 x 5.8 x 5 cm / 3.15 x 2.3 x 1.97 inch<br> - Middle One Size: Approx. 10 x 7.8 x 5.8 cm / 3.94 x 3.07 x 2.28 inch<br> - Largest One Size: Approx. 13 x 9.8 x 6 cm / 5.12 x 3.86 x 2.36 inch<br></p><p><b>Package Includes:</b></p><p>1 x bamboo box set（3pcs）<br></p><br><p><b>We have many years of experience in selling merchandise online, we are focus on providing best product and service to customers.</b></p>","100% brand new and high quality
Material: Bamboo
Fashion wood grain style, smooth and not to hurt hands
Vintage wood beads button with strap design, great for gift choice and home decoration.
Perfect for holding all kind of jewelries, trinkets and other small things.",Baoblaze,Red
1429,#82 jewelry box without cotton,45,B07VT7BTQF,us,E,1,1,train,"Storage Box,Cosmetic Organizer Vintage Style Classical Case Jewelry Storage Display Box Container Large Capacity(New Grapes)","<b>Specification:</b><br> Color: Bronze<br> Size: 28*21.5*8cm/11*8.5*3.1inch<br> Pattern & Weight: (Optional)<br> #01 Grape A, 637g/22.4oz; <br> #02 Grape B, 642g/22.6oz; <br> #03 Narcissus, 685g/24.2oz; <br> #04 Peony, 622g/21.9oz; <br> #05 Grass Flower, 626g/22.1oz <br> <b>Package List:</b><br> 1 x Wooden Storage Box<br> <b>Note:</b><br> 1. Please allow 1-3cm error due to manual measurement. Thanks for your understanding.<br> 2. Monitors are not calibrated same, item color displayed in photos may be showing slightly different from the real object. Please take the real one as standard.<br>","▶[PERFECT GIFT] A great piece of valuable collection, a valuable personal alter or a very good present.suitable for multi-scenario using
▶[PRACTICAL ]Practical and beautiful, make your table become tidy and clean. easy to store and carry
▶[DELICATE]Simple and delicate,more convient showing your good taste
▶ [HIGH QUALITY ] A multi-functional storage box for cosmetics, jewelry, watches, and other small items etc.durable to use
▶[ LARGE CAPACITY ] Large capacity design Made of high quality wood material, delicate and compact.",Xinwoer,bronze
1430,#82 jewelry box without cotton,45,B07W83QKH7,us,E,1,1,train,2 Layers Unpainted Wooden Jewellery Box Dispaly Holder DIY Handmade Crafts,"<p><b>Description:</b></p><p> - 2 tiers, lightweight & compact box design to provide you the best protection for your essential oil from sunlight, spills and breakage;<br> - Made of natural wood, unpainted, perfect for DIY projects;<br> - The bottom drawer has a single compartment;<br> - Suitable for jewellery earrings, rings, necklaces, bracelets, charms, watch storage;<br><b>Specification:</b><br></p><p> - Material: Wood<br> - Color: Natural<br> - Total Size ( LxWxH ): Approx. 16 x 12 x 10 cm / 6.3x4.7x3.9''<br></p><p><b>Package Includes:</b></p><p>1 Piece Wooden Jewelry Box<br></p>","The bottom drawer has a single compartment;
Made of natural wood, unpainted, perfect for DIY projects;
2 tiers, lightweight & compact box design to provide you the best protection for your essential oil from sunlight, spills and breakage;
Suitable for jewellery earrings, rings, necklaces, bracelets, charms, watch storage;
Material: Wood",Unknown,Wood
1431,#82 jewelry box without cotton,45,B07W8F4HCT,us,E,1,1,train,TOPBATHY Transparent Storage Box Portable Rectangle Clear Organizer Case for Earring Jewelry Beads Coins 24pcs,,,TOPBATHY,Clear
1432,#82 jewelry box without cotton,45,B07WNHCL2G,us,E,1,1,train,Sumerlly Little Jewelry Storage Box Organizer Rotating Four-Layer for Necklace Earrings Rings Bracelets,"Features:<br />Cute and exquisite gift box,unique design.<br />Good stability, four-layer rotating design, jewelry classification storage.<br />Features ample space to storage your necklace,earrings,rings and bracelets<br />Each box made of durable material,adds a sense of classic elegance to each box <br />Convenient,save space,convenient and elegant,decorate your dressing table.<br />Notice:<br />Actual color may be slightly different from the image due to different monitor and light effect<br />Please allow 1-3cm deviation due to manual measurement<br />Specification:<br />Material:Plastic,wood,iron<br />Size:As the picture shows<br /><br /><br />Included:<br />1x Storage Box<br />","Cute and exquisite gift box,unique design.
Good stability, four-layer rotating design, jewelry classification storage.
Features ample space to storage your necklace,earrings,rings and bracelets
Each box made of durable material,adds a sense of classic elegance to each box
Convenient,save space,convenient and elegant,decorate your dressing table.",Sumerlly,A
1433,#82 jewelry box without cotton,45,B07Y7MCRXK,us,E,1,1,train,"WatanGems 231.4g, 1.8""x2.6"" Black Fossil Orthoceras Jewelry Box Round Shape Well Made & Polished Handmade from Morocco, Mineral, Specimens, Ring Stash, Jewelry Organizer, Gifts, F2343",,"Fossil Orthocera with Ammonite Jewelry Box From Morocco
Hand Crafted Fossils Orthoceras Ammonite Ring Stash/Jewelry Box
Unique Handmade Collectible Fossil Jewelry Box from Morocco
Fossils are 240- 500 millions year old according to scientists, Orthoceras, meaning ""straight horn""
Buyer will receive the exact item as pictured! Quick shipping",WatanGems,Black
1435,#82 jewelry box without cotton,45,B07YLKQB8Z,us,E,1,1,train,dailymall Premium Heart Shaped Jewelry Box Wooden Gift Box Case Jewelry Organizer,"<p><b>Description:</b></p><p> - Creative heart shaped wooden jewellery box with cover.</p><p> - Exquisite craft: the wood material is finished carefully, smooth and polished. Protect your jewelries from scratches.</p><p> - Small size and lightweight, easy to take and store in your pocket to make surprises.</p><p> - Vintage box is especially suitable for holding your engagement ring or other jewelries like necklaces and bracelets.<br></p><p> - Great gift box for girlfriend, wife, daughter, colleague, friend or any other special person in life.</p><p><b>Specification:</b></p><p> - Material: Wood<br></p><p> - Size:</p><p> - Outer Size: 14.5 x 12.5 x 10.5cm / 5.71 x 4.92 x 4.13inch</p><p> - Inner Size: 13 x 11 x 9.5cm / 5.12 x 4.33 x 3.74inch</p><p><b>Package Includes:</b></p><p>1 Piece Heart Shaped Jewelry Box</p><p><b>Note:</b></p><p>Please be reminded that due to lighting effects, monitor's brightness / contrast settings etc, there could be some slight differences in color tone of the pictures and the actual item. Also please allow a slight difference in size which may be caused by manual measurement.</p>","Small size and lightweight, easy to take and store in your pocket to make surprises.
Great gift box for girlfriend, wife, daughter, colleague, friend or any other special person in life.
Exquisite craft: the wood material is finished carefully, smooth and polished. Protect your jewelries from scratches.
Vintage box is especially suitable for holding your engagement ring or other jewelries like necklaces and bracelets.
Creative heart shaped wooden jewellery box with cover.",dailymall,
1441,#82 jewelry box without cotton,45,B084KWVQBL,us,E,1,1,train,"RJ Displays-25 Pack Cotton Filled Silver Foil Boxes for Jewelry Jewelry Earring, Pendan Necklace,Watch, Pen, Charm Bracelets, Gift Packaging (8 1/16 x 2 1/4 x 1 3/8 (#82))","25 Pack Silver Foil Cotton Jewelry Gift Boxes For Displays, Showcases & Counter top this is a set of 25 cotton filled jewelry Ring, Earring, Anklet, Bracelet, Charm, Necklace boxes These Silver boxes are great for gift giving or store use. You receive: 25 boxes that each measure approximately 25 Pack Cotton Filled Silver Foil Boxes for Jewelry Jewelry Earring, Pendant, Necklace,Watch, Pen, Charm Bracelets, Gift Packaging (8 1/16 x 2 1/4 x 1 3/8 (#82). Anti Tarnish Cotton. Jewelry Organizer and for small Gift and Collectible. Great for retail gift and jewelry store sales. 100% brand new Economy and Affordable Jewelry boxes","25 Pack Economy, Affordable and light weight Jewelry, gift, and packaging boxes
Product Dimension: Size 8 1/16 x 2 1/4 x 1 3/8 (#82).
Economical and Affordable Boxes for Storing, Organizing, Displaying, Gifting, Packaging and Shipping Jewelry, small Gifts, Coins and trinkets
Brand New Boxes for welry Earring, Pendant, Necklace,Watch, Pen, Charm Bracelets, Gift Packaging Beads, Small Gem Stones & Crystals, Small Collectible Coins.
Cotton filled box to protect items from scratching and strong cardboard structure from damaging the item.",RJ Displays,Siver
1442,#82 jewelry box without cotton,45,B07YHRR1BY,us,E,1,1,train,Azeeda 'Cat & Wool' Treasure Chest/Jewellery Box (TC00041560),"<p>This is a beautiful MDF treasure chest with a living hinge (flexible) lid. Ideal for storing jewellery, small treasures and other items. The lid clips closed and also comes with a couple of different shaped 'keys' - although the keys do also hold the lid closed, they are largely decorative.</p><p>The treasure chest has on each side a design from one of our talented artists.</p><p>The chest is also ideal for decorating and pyrography. It can be painted, stained or varnished to your preference. The chest itself is supplied unfinished (i.e. unvarnished) to facilitate this. You can always just leave it as it is if you prefer the natural look.</p><p>Treasure chest dimensions:</p><p>Height: 140mm<br>Width: 135mm<br>Depth: 99mm</p><p>We have two sizes of treasure chest available; this is the larger size chest. This chest also comes with a ring box, the lid engraved with the same design as the treasure chest.</p><p>Ring box dimensions:</p><p>Height: 39mm<br>Width: 39mm<br>Depth: 39mm</p><p>The treasure chest is made out of 3mm MDF and comes flat packed - <b>so it does require some assembly, although no tools are required.</b> This is easy enough to do and the instructions are available online. Once assembled, the chest is fairly robust - although it should be stressed that this is not a toy.</p><p>As these chests are laser cut for a precision finish, they can arrive with a freshly cut 'smoky' aroma to them. Unfortunately, this charming scent does fade over time.</p>","Wonderful wooden treasure chest/
Printed on both sides with a beautiful design.
Can be painted or decorated to suit.
Dimensions: 13cm x 14cm x 10cm
Requires assembly before use - no glue or tools needed.",Azeeda,
1443,#82 jewelry box without cotton,45,B07TN4XQLY,us,E,1,1,train,JF Retro Glass Jewelry Storage Box with lid/Classic Drawer Storage Box with Removable Velvet Beauty Decorative dust (Size : 20.712.34.3cm),<p>Alloy type: zinc alloy</p><p>Category: Jewelry Box</p><p>Hanging form: decoration</p><p>Production method: Machinery</p>,"* This vintage jewelry box is made of high-quality zinc alloy, durable, anti-oxidation, no rust, never fade.The interior is soft and elegant with velvet, protecting the jewels from dust and scratches, and a beautiful jewelry box to the top of the dresser, which always keeps your jewelry organized and elegant.
*Our jewelry storage box 精致 exquisite retro pattern, classic and exquisite, advanced polishing treatment makes the surface smooth, easy to clean, a wonderful retro jewelry box to arrange your beloved ring, earrings or trinkets to show yourElegant taste.
* Square shape to keep a neat necklace, bracelet or other jewelry organization.Rectangle shape to keep your ring, earrings, it's easy to find your jewelry.
*This jewelry box is a good gift for loved ones, including birthday, anniversary, mother's day, Valentine's Day, Christmas, and a perfect jewelry box to place your precious jewelry.
* Versatility: Especially suitable for birthdays, exquisite gifts, vintage collectors, wedding centers, special occasions, anniversaries, decorative dressing tables.Women's and girls' favorite jewelry storage boxes.",JF,
